#
#   VizieR Astronomical Server: vizier.cfa.harvard.edu	2009-01-09T21:25:23
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	-ref=VOTx29957	
#INFO	-out.max=50000	

#RESOURCE=yCat_6049
#Name: VI/49
#Title: Constellation Boundary Data (Davenhall+ 1989)
#INFO	status=obsolete	
#Table	VI_49_bound_20:
#Name: VI/49/bound_20
#Title: Boundaries for 2000
#Column	RAJ2000	(A13)	Right ascension in decimal hours (J2000)	[ucd=?]
#Column	DEJ2000	(F11.7)	Declination in degrees (J2000)	[ucd=?]
#Column	con	(a4)	Constellation abbreviation	[ucd=?]
#Column	type	(A1)	[OI] Type of point (Original or Interpolated)	[ucd=?]
RAJ2000	DEJ2000	con	type
23 56 25.8353	-17.8042011	CET 	I
23 56 25.7391	-16.8042011	CET 	I
23 56 25.6499	-15.8042021	CET 	I
23 56 25.5537	-14.8042011	CET 	I
23 56 25.4645	-13.8042011	CET 	I
23 56 25.3683	-12.8042021	CET 	I
23 56 25.2791	-11.8042021	CET 	I
23 56 25.1898	-10.8042011	CET 	I
23 56 25.1005	 -9.8042021	CET 	I
23 56 25.0113	 -8.8042021	CET 	I
23 56 24.9219	 -7.8042016	CET 	I
23 56 24.8395	 -6.8042021	CET 	I
23 56 24.7917	 -6.3042021	CET 	O
00 00 24.4645	 -6.3039479	CET 	I
00 04 24.1367	 -6.3039060	CET 	I
00 06 23.9595	 -6.3039641	CET 	I
00 06 23.9569	 -6.3039641	CET 	I
00 10 23.6291	 -6.3042393	CET 	I
00 14 23.2656	 -6.3047261	CET 	I
00 18 22.9381	 -6.3054247	CET 	I
00 22 22.6113	 -6.3063345	CET 	I
00 26 22.2486	 -6.3074551	CET 	O
07 36 07.9149	-76.2889252	CHA 	I
07 35 17.5891	-77.2877808	CHA 	I
07 34 18.8310	-78.2864380	CHA 	I
07 33 09.2895	-79.2848587	CHA 	I
07 31 45.6405	-80.2829437	CHA 	I
07 30 03.0489	-81.2806015	CHA 	I
07 27 54.1843	-82.2776642	CHA 	I
07 26 36.5075	-82.7758865	CHA 	O
07 30 44.8517	-82.7872009	CHA 	I
07 34 53.6373	-82.7984314	CHA 	I
07 39 02.8191	-82.8095779	CHA 	I
07 43 12.3615	-82.8206329	CHA 	I
07 47 22.3365	-82.8315964	CHA 	I
07 51 32.7063	-82.8424683	CHA 	I
07 55 43.4316	-82.8532333	CHA 	I
07 59 54.5859	-82.8638916	CHA 	I
08 04 06.1281	-82.8744431	CHA 	I
08 08 18.0171	-82.8848877	CHA 	I
08 12 30.3318	-82.8952103	CHA 	I
08 16 43.0245	-82.9054184	CHA 	I
08 20 56.0601	-82.9154968	CHA 	I
08 25 09.5077	-82.9254532	CHA 	I
08 29 23.3297	-82.9352798	CHA 	I
08 33 37.4814	-82.9449768	CHA 	I
08 37 52.0345	-82.9545288	CHA 	I
08 42 06.9480	-82.9639435	CHA 	I
08 46 22.1811	-82.9732132	CHA 	I
08 50 37.8057	-82.9823380	CHA 	I
08 54 53.7801	-82.9913101	CHA 	I
08 59 10.0605	-83.0001297	CHA 	I
09 03 26.7181	-83.0087891	CHA 	I
09 07 43.7088	-83.0172958	CHA 	I
09 12 00.9915	-83.0256271	CHA 	I
09 16 18.6381	-83.0337982	CHA 	I
09 20 36.6072	-83.0418015	CHA 	I
09 24 54.8445	-83.0496292	CHA 	I
09 29 13.4283	-83.0572815	CHA 	I
09 33 32.3143	-83.0647507	CHA 	I
09 37 51.4542	-83.0720444	CHA 	I
09 42 10.9239	-83.0791473	CHA 	I
09 46 30.6750	-83.0860672	CHA 	I
09 50 50.6595	-83.0927963	CHA 	I
09 55 10.9531	-83.0993271	CHA 	I
09 59 31.5078	-83.1056747	CHA 	I
10 03 52.2785	-83.1118164	CHA 	I
10 08 13.3307	-83.1177597	CHA 	I
10 12 34.6302	-83.1234970	CHA 	I
10 16 56.1151	-83.1290359	CHA 	I
10 21 17.8611	-83.1343613	CHA 	I
10 25 39.8265	-83.1394882	CHA 	I
10 30 01.9569	-83.1443939	CHA 	I
10 34 24.3243	-83.1490936	CHA 	I
10 38 46.8837	-83.1535797	CHA 	I
10 43 09.5841	-83.1578445	CHA 	I
10 47 32.4971	-83.1618881	CHA 	I
10 51 55.5750	-83.1657181	CHA 	I
10 56 18.7695	-83.1693268	CHA 	I
11 00 42.1463	-83.1727066	CHA 	I
11 05 05.6637	-83.1758728	CHA 	I
11 09 29.2701	-83.1788025	CHA 	I
11 13 53.0313	-83.1815109	CHA 	I
11 18 16.9023	-83.1839905	CHA 	I
11 22 40.8353	-83.1862411	CHA 	I
11 27 04.8949	-83.1882629	CHA 	I
11 31 29.0373	-83.1900558	CHA 	I
11 35 53.2071	-83.1916199	CHA 	I
11 40 17.4795	-83.1929474	CHA 	I
11 44 41.8038	-83.1940384	CHA 	I
11 49 06.1317	-83.1949081	CHA 	I
11 53 30.5279	-83.1955338	CHA 	I
11 57 54.9447	-83.1959305	CHA 	I
12 02 19.3409	-83.1960983	CHA 	I
12 06 43.7717	-83.1960297	CHA 	I
12 11 08.1989	-83.1957245	CHA 	I
12 15 32.5641	-83.1951828	CHA 	I
12 19 56.9431	-83.1944122	CHA 	I
12 24 21.2847	-83.1934128	CHA 	I
12 28 45.5401	-83.1921768	CHA 	I
12 33 09.7787	-83.1907043	CHA 	I
12 37 33.9481	-83.1890106	CHA 	I
12 41 58.0013	-83.1870804	CHA 	I
12 46 22.0095	-83.1849213	CHA 	I
12 50 45.9219	-83.1825256	CHA 	I
12 55 09.6931	-83.1799088	CHA 	I
12 59 33.3855	-83.1770706	CHA 	I
13 03 56.9545	-83.1739960	CHA 	I
13 08 20.3481	-83.1707001	CHA 	I
13 12 43.6392	-83.1671829	CHA 	I
13 17 06.7823	-83.1634445	CHA 	I
13 21 29.7195	-83.1594849	CHA 	I
13 25 52.5331	-83.1553040	CHA 	I
13 30 15.1647	-83.1509094	CHA 	I
13 34 37.5697	-83.1463013	CHA 	I
13 38 59.8200	-83.1414719	CHA 	I
13 43 21.8679	-83.1364365	CHA 	I
13 47 43.6653	-83.1311874	CHA 	I
13 52 05.2806	-83.1257324	CHA 	I
13 56 26.6661	-83.1200714	CHA 	O
13 55 09.3911	-82.1209335	CHA 	I
13 54 09.4089	-81.1215897	CHA 	I
13 53 21.4811	-80.1221161	CHA 	I
13 52 42.2807	-79.1225510	CHA 	I
13 52 09.6099	-78.1229095	CHA 	I
13 51 41.9418	-77.1232147	CHA 	I
13 51 18.2009	-76.1234818	CHA 	I
13 51 07.5441	-75.6235962	CHA 	O
13 46 57.3651	-75.6290054	CHA 	I
13 42 47.0895	-75.6342239	CHA 	I
13 38 36.7555	-75.6392365	CHA 	I
13 34 26.3017	-75.6440430	CHA 	I
13 30 15.7655	-75.6486511	CHA 	I
13 26 05.1843	-75.6530533	CHA 	I
13 21 54.4899	-75.6572495	CHA 	I
13 17 43.7237	-75.6612320	CHA 	I
13 13 32.9232	-75.6650085	CHA 	I
13 09 22.0194	-75.6685791	CHA 	I
13 05 11.0537	-75.6719284	CHA 	I
13 01 00.0678	-75.6750641	CHA 	I
12 56 48.9891	-75.6779938	CHA 	I
12 52 37.8588	-75.6807022	CHA 	I
12 48 26.7181	-75.6831894	CHA 	I
12 44 15.5019	-75.6854630	CHA 	I
12 40 04.2445	-75.6875229	CHA 	I
12 35 52.9872	-75.6893539	CHA 	I
12 31 41.6647	-75.6909714	CHA 	I
12 27 30.3149	-75.6923676	CHA 	I
12 23 18.9783	-75.6935425	CHA 	I
12 19 07.5839	-75.6944962	CHA 	I
12 14 56.1753	-75.6952286	CHA 	I
12 10 44.7945	-75.6957397	CHA 	I
12 06 33.3687	-75.6960297	CHA 	I
12 02 21.9365	-75.6960983	CHA 	I
11 58 10.5420	-75.6959457	CHA 	I
11 53 59.1198	-75.6955643	CHA 	I
11 49 47.7045	-75.6949692	CHA 	I
11 45 36.3373	-75.6941452	CHA 	I
11 41 24.9529	-75.6931000	CHA 	I
11 37 13.5858	-75.6918411	CHA 	I
11 33 02.2839	-75.6903534	CHA 	I
11 28 50.9715	-75.6886520	CHA 	I
11 24 39.6936	-75.6867294	CHA 	I
11 20 28.4877	-75.6845856	CHA 	I
11 19 25.6735	-75.6840134	CHA 	O
11 15 14.4849	-75.6815948	CHA 	I
11 11 03.3753	-75.6789627	CHA 	I
11 06 52.2792	-75.6761169	CHA 	I
11 02 41.2347	-75.6730499	CHA 	I
10 58 30.2862	-75.6697769	CHA 	I
10 54 19.3587	-75.6662827	CHA 	I
10 50 08.4963	-75.6625824	CHA 	I
10 45 57.7401	-75.6586685	CHA 	I
10 41 47.0217	-75.6545486	CHA 	I
10 37 36.3756	-75.6502228	CHA 	I
10 33 25.8462	-75.6456833	CHA 	I
10 29 15.3647	-75.6409454	CHA 	I
10 25 04.9656	-75.6360016	CHA 	I
10 20 54.6972	-75.6308594	CHA 	I
10 16 44.4835	-75.6255112	CHA 	I
10 12 34.3659	-75.6199722	CHA 	I
10 08 24.3859	-75.6142349	CHA 	I
10 04 14.4707	-75.6083069	CHA 	I
10 00 04.6623	-75.6021805	CHA 	I
09 55 55.0013	-75.5958710	CHA 	I
09 51 45.4194	-75.5893707	CHA 	I
09 47 35.9509	-75.5826874	CHA 	I
09 43 26.6401	-75.5758209	CHA 	I
09 39 17.4153	-75.5687714	CHA 	I
09 35 08.3141	-75.5615463	CHA 	I
09 30 59.3813	-75.5541458	CHA 	I
09 26 50.5374	-75.5465698	CHA 	I
09 22 41.8311	-75.5388260	CHA 	I
09 18 33.2997	-75.5309143	CHA 	I
09 14 24.8679	-75.5228348	CHA 	I
09 10 16.5735	-75.5145874	CHA 	I
09 06 08.4675	-75.5061874	CHA 	I
09 02 00.4686	-75.4976349	CHA 	I
09 00 58.4849	-75.4954681	CHA 	O
08 56 50.7091	-75.4867172	CHA 	I
08 52 43.0497	-75.4778214	CHA 	I
08 48 35.5449	-75.4687729	CHA 	I
08 44 28.2357	-75.4595795	CHA 	I
08 40 21.0468	-75.4502487	CHA 	I
08 36 14.0227	-75.4407730	CHA 	I
08 32 07.1941	-75.4311676	CHA 	I
08 28 00.4962	-75.4214249	CHA 	I
08 23 53.9631	-75.4115601	CHA 	I
08 19 47.6357	-75.4015656	CHA 	I
08 15 41.4425	-75.3914566	CHA 	I
08 11 35.4243	-75.3812180	CHA 	I
08 07 29.6087	-75.3708725	CHA 	I
08 03 23.9371	-75.3604126	CHA 	I
07 59 18.4423	-75.3498383	CHA 	I
07 55 13.1625	-75.3391647	CHA 	I
07 51 08.0247	-75.3283844	CHA 	I
07 47 03.0693	-75.3175125	CHA 	I
07 42 58.3297	-75.3065414	CHA 	I
07 38 53.7381	-75.2954788	CHA 	I
07 36 51.5289	-75.2899170	CHA 	O
14 37 58.8907	-64.5466995	CIR 	I
14 33 54.0774	-64.5542068	CIR 	I
14 29 49.1957	-64.5615463	CIR 	I
14 25 44.2899	-64.5687180	CIR 	I
14 21 39.2775	-64.5757065	CIR 	I
14 17 34.2035	-64.5825195	CIR 	I
14 13 29.1054	-64.5891495	CIR 	I
14 09 23.9076	-64.5955963	CIR 	I
14 05 18.6515	-64.6018600	CIR 	I
14 01 13.3785	-64.6079407	CIR 	I
13 57 08.0089	-64.6138229	CIR 	I
13 53 02.5883	-64.6195221	CIR 	I
13 48 57.1503	-64.6250305	CIR 	I
13 44 51.6264	-64.6303406	CIR 	I
13 40 46.0545	-64.6354599	CIR 	I
13 38 43.2687	-64.6379395	CIR 	O
13 38 49.7951	-65.6378784	CIR 	O
13 42 55.6521	-65.6328506	CIR 	I
13 47 01.4229	-65.6276321	CIR 	I
13 49 04.3255	-65.6249542	CIR 	O
13 49 12.0777	-66.6248703	CIR 	I
13 49 20.4791	-67.6247787	CIR 	I
13 49 29.6253	-68.6246719	CIR 	I
13 49 39.6261	-69.6245575	CIR 	I
13 49 50.6089	-70.6244431	CIR 	O
13 53 57.9423	-70.6188965	CIR 	I
13 58 05.2410	-70.6131516	CIR 	I
14 02 12.4641	-70.6072159	CIR 	I
14 06 19.5743	-70.6010971	CIR 	I
14 10 26.6430	-70.5947800	CIR 	I
14 14 33.6293	-70.5882874	CIR 	I
14 18 40.4957	-70.5816040	CIR 	I
14 22 47.3171	-70.5747452	CIR 	I
14 26 54.0459	-70.5677032	CIR 	I
14 31 00.6513	-70.5604935	CIR 	I
14 35 07.2053	-70.5531006	CIR 	I
14 39 13.6627	-70.5455399	CIR 	I
14 43 19.9866	-70.5378113	CIR 	I
14 47 26.2485	-70.5299149	CIR 	I
14 51 32.4111	-70.5218506	CIR 	I
14 55 38.4363	-70.5136261	CIR 	I
14 56 39.9459	-70.5115433	CIR 	O
14 56 23.2224	-69.5118256	CIR 	I
14 56 07.9929	-68.5120850	CIR 	I
14 56 00.8721	-68.0122070	CIR 	O
15 00 06.0837	-68.0038147	CIR 	I
15 04 11.1681	-67.9952621	CIR 	I
15 06 13.7103	-67.9909286	CIR 	O
15 05 59.7473	-66.9911804	CIR 	I
15 05 46.8863	-65.9914017	CIR 	I
15 05 34.9937	-64.9916153	CIR 	I
15 05 24.8485	-64.0751266	CIR 	O
15 09 28.9717	-64.0663834	CIR 	I
15 13 33.0467	-64.0574875	CIR 	I
15 17 37.0428	-64.0484390	CIR 	I
15 20 39.9789	-64.0415649	CIR 	O
15 20 29.0061	-63.0417747	CIR 	I
15 20 18.7649	-62.0419655	CIR 	I
15 20 13.0967	-61.4587479	CIR 	O
15 24 16.5157	-61.4494743	CIR 	I
15 28 19.9009	-61.4400635	CIR 	I
15 30 21.5435	-61.4353065	CIR 	O
15 30 11.9682	-60.4354935	CIR 	O
15 30 02.9628	-59.4356689	CIR 	I
15 29 54.4725	-58.4358330	CIR 	I
15 29 46.4525	-57.4359932	CIR 	I
15 29 38.8615	-56.4361420	CIR 	I
15 29 31.6587	-55.4362831	CIR 	O
15 25 29.0395	-55.4457321	CIR 	I
15 21 26.3275	-55.4550476	CIR 	I
15 17 23.5536	-55.4642258	CIR 	I
15 13 20.7624	-55.4732590	CIR 	I
15 12 20.0427	-55.4754944	CIR 	O
15 08 17.1453	-55.4843483	CIR 	I
15 04 14.2237	-55.4930496	CIR 	I
15 00 11.2165	-55.5016060	CIR 	I
14 56 08.1575	-55.5100060	CIR 	I
14 52 05.0815	-55.5182457	CIR 	I
14 48 01.9163	-55.5263329	CIR 	I
14 43 58.7031	-55.5342560	CIR 	I
14 40 56.2717	-55.5400887	CIR 	O
14 41 02.1253	-56.5399971	CIR 	I
14 41 08.3019	-57.5399017	CIR 	I
14 41 14.8215	-58.5397949	CIR 	I
14 41 21.7291	-59.5396843	CIR 	I
14 41 29.0555	-60.5395699	CIR 	I
14 41 36.8491	-61.5394478	CIR 	I
14 41 45.1644	-62.5393105	CIR 	I
14 41 54.0564	-63.5391693	CIR 	I
14 42 03.5939	-64.5390244	CIR 	O
05 59 48.4473	-42.9936295	COL 	I
05 55 48.5523	-42.9814835	COL 	I
05 51 48.6709	-42.9693451	COL 	I
05 47 48.8343	-42.9572182	COL 	I
05 43 49.0815	-42.9451027	COL 	I
05 39 49.3409	-42.9330063	COL 	I
05 35 49.6467	-42.9209328	COL 	I
05 31 50.0333	-42.9088860	COL 	I
05 27 50.4317	-42.8968620	COL 	I
05 23 50.8783	-42.8848763	COL 	I
05 19 51.4056	-42.8729248	COL 	I
05 15 51.9429	-42.8610115	COL 	I
05 11 52.5267	-42.8491440	COL 	I
05 07 53.1915	-42.8373222	COL 	I
05 03 53.8665	-42.8255501	COL 	O
05 03 59.0385	-41.8256798	COL 	I
05 04 04.0509	-40.8258018	COL 	I
05 04 08.9141	-39.8259201	COL 	I
05 04 13.6383	-38.8260384	COL 	I
05 04 18.2319	-37.8261490	COL 	I
05 04 22.7021	-36.8262596	COL 	I
05 04 27.0570	-35.8263664	COL 	I
05 04 31.3039	-34.8264694	COL 	I
05 04 35.4497	-33.8265724	COL 	I
05 04 39.4989	-32.8266716	COL 	I
05 04 43.4575	-31.8267689	COL 	I
05 04 47.3319	-30.8268623	COL 	I
05 04 51.1255	-29.8269577	COL 	I
05 04 54.8439	-28.8270493	COL 	I
05 04 58.4933	-27.8271389	COL 	I
05 05 01.1850	-27.0772038	COL 	O
05 09 00.8175	-27.0889893	COL 	I
05 13 00.4397	-27.1008244	COL 	I
05 17 00.1219	-27.1127052	COL 	I
05 20 59.8297	-27.1246300	COL 	I
05 24 59.5275	-27.1365910	COL 	I
05 28 59.2867	-27.1485901	COL 	I
05 32 59.0701	-27.1606197	COL 	I
05 36 58.8471	-27.1726742	COL 	I
05 40 58.6837	-27.1847553	COL 	I
05 44 58.5441	-27.1968575	COL 	I
05 48 58.3963	-27.2089748	COL 	I
05 52 58.3104	-27.2211075	COL 	I
05 56 58.2519	-27.2332497	COL 	I
06 00 58.1811	-27.2453957	COL 	I
06 04 58.1757	-27.2575436	COL 	I
06 08 58.1946	-27.2696915	COL 	I
06 11 58.2159	-27.2787991	COL 	O
06 11 54.4941	-28.2787056	COL 	I
06 11 50.7023	-29.2786121	COL 	I
06 11 46.8363	-30.2785110	COL 	I
06 11 42.8899	-31.2784138	COL 	I
06 11 38.8575	-32.2783089	COL 	I
06 11 35.7763	-33.0282326	COL 	O
06 15 35.8221	-33.0403671	COL 	I
06 19 35.9353	-33.0524940	COL 	I
06 23 36.0809	-33.0646057	COL 	I
06 27 36.2250	-33.0766945	COL 	I
06 31 36.4361	-33.0887642	COL 	I
06 35 36.6828	-33.1008072	COL 	I
06 39 36.9263	-33.1128159	COL 	O
06 39 32.7809	-34.1127090	COL 	I
06 39 28.5357	-35.1126060	COL 	I
06 39 24.1841	-36.1124992	COL 	I
06 39 19.7208	-37.1123848	COL 	I
06 39 15.1391	-38.1122704	COL 	I
06 39 10.4289	-39.1121559	COL 	I
06 39 05.5843	-40.1120338	COL 	I
06 39 00.5943	-41.1119080	COL 	I
06 38 55.4496	-42.1117821	COL 	I
06 38 50.1399	-43.1116486	COL 	O
06 34 49.7817	-43.0996284	COL 	I
06 30 49.4367	-43.0875816	COL 	I
06 26 49.1385	-43.0755081	COL 	I
06 22 48.9241	-43.0634155	COL 	I
06 18 48.7199	-43.0513000	COL 	I
06 14 48.5639	-43.0391731	COL 	I
06 10 48.4903	-43.0270348	COL 	I
06 06 48.4305	-43.0148888	COL 	I
06 03 48.4265	-43.0057793	COL 	O
12 52 15.6043	 13.3198290	COM 	I
12 48 16.2846	 13.3173513	COM 	I
12 44 16.9677	 13.3150816	COM 	I
12 40 17.6927	 13.3130198	COM 	I
12 36 18.3795	 13.3111668	COM 	I
12 32 19.0698	 13.3095226	COM 	I
12 28 19.7943	 13.3080883	COM 	I
12 24 20.4847	 13.3068638	COM 	I
12 20 21.1783	 13.3058500	COM 	I
12 16 21.9065	 13.3050470	COM 	I
12 12 22.6001	 13.3044558	COM 	I
12 08 23.2973	 13.3040752	COM 	I
12 04 24.0291	 13.3039055	COM 	I
12 00 24.7227	 13.3039484	COM 	I
11 58 25.0885	 13.3040485	COM 	O
11 58 25.1537	 14.3040485	COM 	I
11 58 25.2189	 15.3040485	COM 	I
11 58 25.2840	 16.3040485	COM 	I
11 58 25.3495	 17.3040485	COM 	I
11 58 25.4179	 18.3040485	COM 	I
11 58 25.4867	 19.3040466	COM 	I
11 58 25.5555	 20.3040485	COM 	I
11 58 25.6239	 21.3040485	COM 	I
11 58 25.6962	 22.3040466	COM 	I
11 58 25.7682	 23.3040485	COM 	I
11 58 25.8402	 24.3040485	COM 	I
11 58 25.9158	 25.3040466	COM 	I
11 58 25.9878	 26.3040485	COM 	I
11 58 26.0670	 27.3040485	COM 	I
11 58 26.1459	 28.3040466	COM 	O
12 02 24.5353	 28.3038998	COM 	I
12 06 22.9593	 28.3039627	COM 	O
12 06 22.9079	 29.3039646	COM 	I
12 06 22.8528	 30.3039627	COM 	I
12 06 22.7981	 31.3039627	COM 	I
12 06 22.7397	 32.3039627	COM 	I
12 06 22.6815	 33.3039627	COM 	O
12 10 20.7621	 33.3042374	COM 	I
12 14 18.8049	 33.3047180	COM 	I
12 18 16.8887	 33.3054123	COM 	I
12 22 14.9693	 33.3063164	COM 	I
12 26 13.0225	 33.3074303	COM 	O
12 26 13.4379	 32.3074341	COM 	I
12 26 13.8465	 31.3074341	COM 	O
12 30 12.0780	 31.3087559	COM 	I
12 34 10.3131	 31.3102894	COM 	I
12 38 08.5139	 31.3120289	COM 	I
12 42 06.7593	 31.3139782	COM 	I
12 46 05.0081	 31.3161354	COM 	I
12 50 03.2295	 31.3184986	COM 	I
12 54 01.4886	 31.3210678	COM 	I
12 57 59.7546	 31.3238430	COM 	I
13 01 57.9933	 31.3268204	COM 	I
13 05 56.2729	 31.3300037	COM 	I
13 09 54.5631	 31.3333893	COM 	I
13 13 52.8255	 31.3369770	COM 	I
13 17 51.1325	 31.3407631	COM 	I
13 20 49.8595	 31.3437366	COM 	O
13 20 51.1815	 30.3437462	COM 	I
13 20 52.4793	 29.3437595	COM 	I
13 20 53.7493	 28.3437691	COM 	I
13 20 54.3779	 27.8437748	COM 	O
13 24 52.9254	 27.8479156	COM 	I
13 28 51.4452	 27.8522511	COM 	I
13 32 50.0100	 27.8567848	COM 	I
13 35 48.9293	 27.8603134	COM 	O
13 35 50.3916	 26.8603268	COM 	I
13 35 51.8301	 25.8603420	COM 	I
13 35 53.2413	 24.8603573	COM 	I
13 35 54.6317	 23.8603687	COM 	I
13 35 56.0019	 22.8603840	COM 	I
13 35 57.3475	 21.8603973	COM 	I
13 35 58.6795	 20.8604107	COM 	I
13 35 59.9910	 19.8604240	COM 	I
13 36 01.2855	 18.8604374	COM 	I
13 36 02.5661	 17.8604488	COM 	I
13 36 03.8329	 16.8604622	COM 	I
13 36 05.0861	 15.8604746	COM 	I
13 36 06.3252	 14.8604860	COM 	I
13 36 06.9433	 14.3604937	COM 	O
13 32 07.6373	 14.3557997	COM 	I
13 28 08.3719	 14.3513012	COM 	I
13 24 09.0759	 14.3470001	COM 	I
13 20 09.7836	 14.3428965	COM 	I
13 16 10.5323	 14.3389931	COM 	I
13 12 11.2431	 14.3352909	COM 	I
13 08 11.9609	 14.3317900	COM 	I
13 04 12.7200	 14.3284922	COM 	I
13 00 13.4478	 14.3253975	COM 	I
12 56 14.1759	 14.3225088	COM 	O
12 56 14.8866	 13.3225126	COM 	O
17 59 08.3987	-44.5164948	CRA 	I
17 59 02.7611	-43.5166359	CRA 	I
17 58 57.3093	-42.5167732	CRA 	I
17 58 52.0291	-41.5169106	CRA 	I
17 58 46.9067	-40.5170364	CRA 	I
17 58 41.9423	-39.5171661	CRA 	I
17 58 37.1082	-38.5172844	CRA 	I
17 58 32.4185	-37.5174026	CRA 	I
17 58 30.1113	-37.0174599	CRA 	O
18 02 30.1351	-37.0053139	CRA 	I
18 06 30.1176	-36.9931641	CRA 	I
18 10 30.0180	-36.9810181	CRA 	I
18 14 29.9249	-36.9688797	CRA 	I
18 18 29.7907	-36.9567528	CRA 	I
18 22 29.5881	-36.9446373	CRA 	I
18 26 29.3784	-36.9325409	CRA 	I
18 30 29.1276	-36.9204636	CRA 	I
18 34 28.8081	-36.9084167	CRA 	I
18 38 28.4885	-36.8963928	CRA 	I
18 42 28.1279	-36.8844070	CRA 	I
18 46 27.6913	-36.8724556	CRA 	I
18 50 27.2551	-36.8605423	CRA 	I
18 54 26.7847	-36.8486710	CRA 	I
18 58 26.2455	-36.8368492	CRA 	I
19 02 25.6992	-36.8250771	CRA 	I
19 06 25.1190	-36.8133583	CRA 	I
19 10 24.4560	-36.8017006	CRA 	I
19 14 23.8071	-36.7901001	CRA 	I
19 18 23.1167	-36.7785645	CRA 	O
19 18 27.4839	-37.7784615	CRA 	I
19 18 31.9813	-38.7783546	CRA 	I
19 18 36.6023	-39.7782402	CRA 	I
19 18 41.3539	-40.7781258	CRA 	I
19 18 46.2564	-41.7780113	CRA 	I
19 18 51.3173	-42.7778854	CRA 	I
19 18 56.5355	-43.7777634	CRA 	I
19 19 01.9395	-44.7776337	CRA 	I
19 19 04.7136	-45.2775650	CRA 	O
19 15 05.6509	-45.2890892	CRA 	I
19 11 06.5403	-45.3006783	CRA 	I
19 07 07.4229	-45.3123245	CRA 	I
19 03 08.2163	-45.3240356	CRA 	I
18 59 08.9549	-45.3357964	CRA 	I
18 55 09.6863	-45.3476105	CRA 	I
18 51 10.3284	-45.3594704	CRA 	I
18 47 10.9227	-45.3713760	CRA 	I
18 43 11.5101	-45.3833199	CRA 	I
18 39 12.0013	-45.3953056	CRA 	I
18 35 12.4375	-45.4073219	CRA 	I
18 31 12.8669	-45.4193649	CRA 	I
18 27 13.2069	-45.4314346	CRA 	I
18 23 13.4991	-45.4435272	CRA 	I
18 19 13.7705	-45.4556389	CRA 	I
18 15 13.9593	-45.4677658	CRA 	I
18 11 14.0935	-45.4799042	CRA 	I
18 09 14.1642	-45.4859734	CRA 	O
18 05 14.2227	-45.4981232	CRA 	I
18 01 14.2608	-45.5102692	CRA 	I
17 59 14.2281	-45.5163460	CRA 	O
16 03 14.1009	 25.6535683	CRB 	I
15 59 14.8185	 25.6430988	CRB 	I
15 55 15.5571	 25.6327381	CRB 	I
15 51 16.3537	 25.6224899	CRB 	I
15 47 17.1301	 25.6123581	CRB 	I
15 43 17.9267	 25.6023426	CRB 	I
15 39 18.7751	 25.5924492	CRB 	I
15 35 19.6131	 25.5826778	CRB 	I
15 31 20.4679	 25.5730362	CRB 	I
15 27 21.3779	 25.5635242	CRB 	I
15 23 22.2709	 25.5541439	CRB 	I
15 19 23.1777	 25.5448990	CRB 	I
15 16 23.8839	 25.5380573	CRB 	O
15 16 21.1753	 26.5380058	CRB 	I
15 16 18.4217	 27.5379543	CRB 	I
15 16 15.6169	 28.5379009	CRB 	I
15 16 12.7571	 29.5378475	CRB 	I
15 16 09.8385	 30.5377903	CRB 	I
15 16 06.8621	 31.5377350	CRB 	I
15 16 03.8205	 32.5376778	CRB 	O
15 20 02.5875	 32.5468063	CRB 	I
15 24 01.3788	 32.5560722	CRB 	I
15 28 00.1596	 32.5654755	CRB 	I
15 30 59.2747	 32.5726128	CRB 	O
15 30 55.9890	 33.5725441	CRB 	I
15 30 52.6281	 34.5724792	CRB 	I
15 30 49.1811	 35.5724106	CRB 	I
15 30 45.6516	 36.5723381	CRB 	I
15 30 42.0261	 37.5722656	CRB 	I
15 30 38.3043	 38.5721931	CRB 	I
15 30 34.4765	 39.5721130	CRB 	O
15 34 32.9967	 39.5817337	CRB 	I
15 38 31.5510	 39.5914764	CRB 	I
15 42 30.1053	 39.6013451	CRB 	I
15 46 28.7285	 39.6113358	CRB 	I
15 49 27.7025	 39.6189079	CRB 	O
15 53 26.3907	 39.6291046	CRB 	I
15 57 25.0686	 39.6394119	CRB 	I
16 01 23.8188	 39.6498337	CRB 	I
16 05 22.6068	 39.6603584	CRB 	I
16 09 21.3945	 39.6709862	CRB 	I
16 13 20.2581	 39.6817207	CRB 	I
16 17 19.1555	 39.6925468	CRB 	I
16 21 18.0465	 39.7034683	CRB 	I
16 24 17.2677	 39.7117195	CRB 	O
16 24 21.6965	 38.7118225	CRB 	I
16 24 26.0089	 37.7119217	CRB 	I
16 24 30.1971	 36.7120171	CRB 	I
16 24 34.2828	 35.7121124	CRB 	I
16 24 38.2723	 34.7122040	CRB 	I
16 24 42.1585	 33.7122917	CRB 	I
16 24 45.9558	 32.7123833	CRB 	I
16 24 49.6707	 31.7124672	CRB 	I
16 24 53.3099	 30.7125511	CRB 	I
16 24 56.8735	 29.7126350	CRB 	I
16 25 00.3615	 28.7127151	CRB 	I
